"PermissionType","ClientObjectId","ClientDisplayName","ResourceObjectId","ResourceDisplayName","Permission","ConsentType","PrincipalObjectId","PrincipalDisplayName"
"Delegated","830f0da7-41dd-410c-8bc1-4cdf9700d793","Barracuda Networks","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Files.ReadWrite.Selected","AllPrincipals",,""
"Delegated","830f0da7-41dd-410c-8bc1-4cdf9700d793","Barracuda Networks","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Notes.ReadWrite","AllPrincipals",,""
"Delegated","830f0da7-41dd-410c-8bc1-4cdf9700d793","Barracuda Networks","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Notes.ReadWrite.All","AllPrincipals",,""
"Delegated","830f0da7-41dd-410c-8bc1-4cdf9700d793","Barracuda Networks","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","MailboxSettings.ReadWrite","AllPrincipals",,""
"Delegated","830f0da7-41dd-410c-8bc1-4cdf9700d793","Barracuda Networks","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Sites.Read.All","AllPrincipals",,""
"Delegated","15e79e3e-9d4d-4b75-8798-714f448c6a7b","Partners Portal","62ca8cac-7063-4a69-9686-3e2ffa2b4188","Windows Azure Active Directory","User.Read","AllPrincipals",,""
"Delegated","35d2c142-c26e-462e-8fac-5d4b7478f165","Email","62ca8cac-7063-4a69-9686-3e2ffa2b4188","Windows Azure Active Directory","User.Read","AllPrincipals",,""
"Delegated","35d2c142-c26e-462e-8fac-5d4b7478f165","Email","62ca8cac-7063-4a69-9686-3e2ffa2b4188","Windows Azure Active Directory","User.Read","Principal","71e1a8e3-cb39-4ff7-9421-8a05dbba5523","David Spinazzola"
"Delegated","35d2c142-c26e-462e-8fac-5d4b7478f165","Email","c923f01b-5eab-47ab-b29d-bf4f18f15d19","Office 365 Exchange Online","EWS.AccessAsUser.All","AllPrincipals",,""
"Delegated","35d2c142-c26e-462e-8fac-5d4b7478f165","Email","c923f01b-5eab-47ab-b29d-bf4f18f15d19","Office 365 Exchange Online","EWS.AccessAsUser.All","AllPrincipals",,""
"Delegated","35d2c142-c26e-462e-8fac-5d4b7478f165","Email","c923f01b-5eab-47ab-b29d-bf4f18f15d19","Office 365 Exchange Online","EWS.AccessAsUser.All","Principal","71e1a8e3-cb39-4ff7-9421-8a05dbba5523","David Spinazzola"
"Delegated","35d2c142-c26e-462e-8fac-5d4b7478f165","Email","c923f01b-5eab-47ab-b29d-bf4f18f15d19","Office 365 Exchange Online","EWS.AccessAsUser.All","Principal","71e1a8e3-cb39-4ff7-9421-8a05dbba5523","David Spinazzola"
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","a01d19b8-cc48-4442-951f-4f83dbee9a64","Windows Azure Service Management API","user_impersonation","AllPrincipals",,""
